key,original,translate,needCheck
stats/rune/rune.stat_466741396/Bonded: #% increased Stun Threshold,Bonded: #% increased Stun Threshold,命定: 增加#%暈眩門檻,
stats/rune/rune.stat_473429811/#% increased Freeze Buildup,#% increased Freeze Buildup,增加#%冰凍累積,
stats/rune/rune.stat_477534953/Bonded: #% increased Block chance,Bonded: #% increased Block chance,,
stats/rune/rune.stat_50721145/Your speed is unaffected by Slows,Your speed is unaffected by Slows,你的速度不受緩速影響,
stats/rune/rune.stat_51757548/Bonded: #% increased Armour and Evasion Rating when on Low Life,Bonded: #% increased Armour and Evasion Rating when on Low Life,命定: 貧血狀態時，增加#%護甲值和閃避值,
stats/rune/rune.stat_518292764/#% to Critical Hit Chance,#% to Critical Hit Chance,#%暴擊率,
stats/rune/rune.stat_53045048/# to Evasion Rating (Local),# to Evasion Rating (Local),#閃避值 (部分),
stats/rune/rune.stat_532897212/Bonded: #% increased Mana Cost Efficiency while on Low Mana,Bonded: #% increased Mana Cost Efficiency while on Low Mana,命定: 貧魔狀態時，增加#%魔力消耗效率,
stats/rune/rune.stat_538981065/Grenades have #% chance to activate a second time,Grenades have #% chance to activate a second time,擲彈有#%機率啟動第二次,
stats/rune/rune.stat_540694930/Minions in your Presence have Onslaught while you are on Low Runic Ward,Minions in your Presence have Onslaught while you are on Low Runic Ward,你處於貧符文保護狀態時，存在範圍內的召喚物獲得猛攻,
stats/rune/rune.stat_542243093/Bonded: #% increased Warcry Cooldown Recovery Rate,Bonded: #% increased Warcry Cooldown Recovery Rate,命定: 增加#%戰吼冷卻時間恢復率,
stats/rune/rune.stat_553018427/#% increased Mana Cost Efficiency of Command Skills,#% increased Mana Cost Efficiency of Command Skills,增加#%號令技能的魔力消耗效率,
stats/rune/rune.stat_554899692/# Charm Slot (Global),# Charm Slot (Global),#護符欄位（全域）,
stats/rune/rune.stat_55876295/Leeches #% of Physical Damage as Life,Leeches #% of Physical Damage as Life,以#%物理傷害偷取生命,
stats/rune/rune.stat_566086661/Attacks with this Weapon have Added Cold Damage equal to #% to #% of maximum Mana,Attacks with this Weapon have Added Cold Damage equal to #% to #% of maximum Mana,以此武器攻擊時會附加等同於#%至#%最大魔力的冰冷傷害,
stats/rune/rune.stat_587431675/#% increased Critical Hit Chance,#% increased Critical Hit Chance,增加#%暴擊率,
stats/rune/rune.stat_594547430/Remove a Damaging Ailment when you use a Command Skill,Remove a Damaging Ailment when you use a Command Skill,當你使用號令技能時，移除一個傷害型異常狀態,
stats/rune/rune.stat_597420223/Bonded: #% increased Stun buildup while Shapeshifted,Bonded: #% increased Stun buildup while Shapeshifted,命定: 你變形期間，增加#%施加暈眩累積,
stats/rune/rune.stat_602344904/Transforms all Cold and Lightning modifiers on the item into equivalent Fire modifiers,Transforms all Cold and Lightning modifiers on the item into equivalent Fire modifiers,鑲嵌時，轉化所有冰冷和閃電詞綴為同階級的火焰詞綴,
stats/rune/rune.stat_610569665/# to Spirit per 2 Levels,# to Spirit per 2 Levels,每2級#精魂,
stats/rune/rune.stat_624954515/#% increased Accuracy Rating,#% increased Accuracy Rating,增加#%命中值,
stats/rune/rune.stat_625805922/Bonded: #% increased Block chance per 100 total Item Armour on Equipped Armour Items,Bonded: #% increased Block chance per 100 total Item Armour on Equipped Armour Items,,
stats/rune/rune.stat_627339348/Adds # to # Fire Damage to Attacks against Ignited Enemies,Adds # to # Fire Damage to Attacks against Ignited Enemies,對點燃敵人的攻擊附加#至#火焰傷害,
stats/rune/rune.stat_632743438/Allies in your Presence have #% increased Movement Speed,Allies in your Presence have #% increased Movement Speed,你存在範圍內的友方增加#%移動速度,
stats/rune/rune.stat_635535560/Bonded: Gain #% of Damage as Extra Physical Damage,Bonded: Gain #% of Damage as Extra Physical Damage,命定: 獲得等同於傷害#%的額外物理傷害,
stats/rune/rune.stat_649025131/#% increased Movement Speed when on Low Life,#% increased Movement Speed when on Low Life,增加#%貧血狀態時，移動速度,
stats/rune/rune.stat_666077204/Companions have #% increased Attack Speed,Companions have #% increased Attack Speed,增加#%盟友的攻擊速度,
stats/rune/rune.stat_669069897/Leeches #% of Physical Damage as Mana,Leeches #% of Physical Damage as Mana,以#%物理傷害偷取魔力,
stats/rune/rune.stat_674141348/Bonded: #% increased Attack Damage while Shapeshifted,Bonded: #% increased Attack Damage while Shapeshifted,命定: 變形期間增加#%攻擊傷害,
stats/rune/rune.stat_678691134/Bonded: #% increased Blind Effect,Bonded: #% increased Blind Effect,命定: 增加#%致盲效果,
stats/rune/rune.stat_681332047/#% increased Attack Speed,#% increased Attack Speed,增加#%攻擊速度,
stats/rune/rune.stat_687156079/# to Accuracy Rating per 1 Item Evasion Rating on Equipped Helmet,# to Accuracy Rating per 1 Item Evasion Rating on Equipped Helmet,已裝備的頭盔每擁有1物品閃避值，#命中值,
stats/rune/rune.stat_691932474/# to Accuracy Rating (Local),# to Accuracy Rating (Local),#命中值 (部分),
stats/rune/rune.stat_704409219/#% increased effect of Socketed Runes,#% increased effect of Socketed Runes,增加#%鑲嵌的符文效果,
stats/rune/rune.stat_708427389/Bonded: #% increased Global Physical Damage,Bonded: #% increased Global Physical Damage,,
stats/rune/rune.stat_709508406/Adds # to # Fire Damage,Adds # to # Fire Damage,附加#至#火焰傷害,
stats/rune/rune.stat_718638445/# Suffix Modifier allowed,# Suffix Modifier allowed,允許後綴#,
stats/rune/rune.stat_726496846/Idols socketed in this item gain the benefits of their Bonded modifiers,Idols socketed in this item gain the benefits of their Bonded modifiers,鑲嵌在此物品中的魔偶獲得其命定詞綴的加成效果,
stats/rune/rune.stat_731403740/Gain #% of Damage as Extra Damage of all Elements,Gain #% of Damage as Extra Damage of all Elements,獲得等同於#%傷害的全元素額外傷害,
stats/rune/rune.stat_731781020/Flasks gain # charges per Second,Flasks gain # charges per Second,藥劑每秒獲得#充能,
stats/rune/rune.stat_736977326/Bonded: Companions deal #% increased Damage,Bonded: Companions deal #% increased Damage,命定: 增加#%盟友造成的傷害,
stats/rune/rune.stat_737908626/#% increased Critical Hit Chance for Spells,#% increased Critical Hit Chance for Spells,增加#%法術暴擊率,
stats/rune/rune.stat_750452124/Bonded: Companions have #% increased maximum Life,Bonded: Companions have #% increased maximum Life,命定: 增加#%盟友的最大生命,
stats/rune/rune.stat_751944209/#% increased Stun Threshold if you've been Stunned Recently,#% increased Stun Threshold if you've been Stunned Recently,若你近期內曾被暈眩，增加#%暈眩門檻,
stats/rune/rune.stat_757050353/# to # Lightning Thorns damage,# to # Lightning Thorns damage,#至#點閃電荊棘傷害,
stats/rune/rune.stat_762761075/#% less Mana Regeneration Rate,#% less Mana Regeneration Rate,#%更少魔力回復率,
stats/rune/rune.stat_763465498/Bonded: #% increased Charm Charges gained,Bonded: #% increased Charm Charges gained,命定: 增加#%護符充能獲取,
stats/rune/rune.stat_768779746/Bonded: #% increased Effect of Consecrated Ground you create,Bonded: #% increased Effect of Consecrated Ground you create,命定: 增加#%你製造奉獻地面的效果,
stats/rune/rune.stat_769129523/Causes Double Stun Buildup,Causes Double Stun Buildup,造成雙倍暈眩累積,
stats/rune/rune.stat_769693350/Bonded: # Maximum Life per Level,Bonded: # Maximum Life per Level,命定: 每級#最大生命,
stats/rune/rune.stat_770672621/Minions have #% increased maximum Life,Minions have #% increased maximum Life,召喚物增加#%最大生命,
stats/rune/rune.stat_774059442/# to maximum Runic Ward,# to maximum Runic Ward,#最大符文保護,
stats/rune/rune.stat_782230869/#% increased Magnitude of Non-Damaging Ailments you inflict,#% increased Magnitude of Non-Damaging Ailments you inflict,增加#%你所施加之非傷害型異常狀態的幅度,
stats/rune/rune.stat_789117908/#% increased Mana Regeneration Rate,#% increased Mana Regeneration Rate,增加#%魔力回復率,
stats/rune/rune.stat_791928121/Causes #% increased Stun Buildup,Causes #% increased Stun Buildup,增加#%暈眩累積,
stats/rune/rune.stat_803737631/# to Accuracy Rating,# to Accuracy Rating,#命中值,
stats/rune/rune.stat_805298720/# to Level of all Curse Skills,# to Level of all Curse Skills,全部詛咒技能等級#,
stats/rune/rune.stat_807013157/Bonded: Every Rage also grants #% increased Spell Damage,Bonded: Every Rage also grants #% increased Spell Damage,命定: 每1盛怒同時增加#%法術傷害,
stats/rune/rune.stat_818877178/#% increased Parried Debuff Magnitude,#% increased Parried Debuff Magnitude,增加#%受招架減益效果的幅度,
stats/rune/rune.stat_820939409/Gain # Mana per Enemy Hit with Attacks,Gain # Mana per Enemy Hit with Attacks,攻擊每擊中一名敵人，獲得#魔力,
stats/rune/rune.stat_826685275/Bonded: #% of Armour also applies to Elemental Damage while Shapeshifted,Bonded: #% of Armour also applies to Elemental Damage while Shapeshifted,命定: 當你變形時，#%的護甲同時套用至元素傷害,
stats/rune/rune.stat_827242569/Bonded: # to maximum Energy Shield,Bonded: # to maximum Energy Shield,命定: #最大能量護盾,
stats/rune/rune.stat_830161081/#% increased Runic Ward,#% increased Runic Ward,增加#%符文保護,
stats/rune/rune.stat_831559873/Bonded: #% increased Guard gained,Bonded: #% increased Guard gained,命定: 增加#%獲得的守護,
stats/rune/rune.stat_834058335/Bonded: Minions have #% increased Movement Speed,Bonded: Minions have #% increased Movement Speed,命定: 增加#%召喚物移動速度,
stats/rune/rune.stat_836936635/Regenerate #% of maximum Life per second,Regenerate #% of maximum Life per second,每秒回復#%生命,
stats/rune/rune.stat_839375491/Bonded: Minions Revive #% faster,Bonded: Minions Revive #% faster,命定: 召喚物的復甦速度加快#%,
stats/rune/rune.stat_851475033/Bonded: #% increased Armour if you haven't Dodge Rolled Recently,Bonded: #% increased Armour if you haven't Dodge Rolled Recently,命定: 若你近期未閃避翻滾，增加#%護甲值,
stats/rune/rune.stat_858934954/Bonded: Allies in your Presence Gain #% of Damage as Extra Chaos Damage,Bonded: Allies in your Presence Gain #% of Damage as Extra Chaos Damage,命定: 在你存在範圍內的友方獲得等同於#%傷害的額外混沌傷害,
stats/rune/rune.stat_859085781/Bonded: Attacks have #% to Critical Hit Chance,Bonded: Attacks have #% to Critical Hit Chance,命定: #%攻擊的暴擊機率,
stats/rune/rune.stat_859452080/Bonded: #% to maximum Block chance,Bonded: #% to maximum Block chance,命定: #%至最大格擋機率,
stats/rune/rune.stat_864484981/Bonded: Temporary Minion Skills have # to Limit of Minions summoned,Bonded: Temporary Minion Skills have # to Limit of Minions summoned,命定: 暫時召喚物技能具有#召出召喚物上限,
stats/rune/rune.stat_88817332/#% increased Evasion Rating when on Full Life,#% increased Evasion Rating when on Full Life,滿血時增加#%閃避值,
stats/rune/rune.stat_889552744/Minions take #% of Physical Damage as Lightning Damage,Minions take #% of Physical Damage as Lightning Damage,召喚物受到的#%物理傷害會承受為閃電傷害,
stats/rune/rune.stat_90012347/Adds # to # Lightning Damage against Shocked Enemies,Adds # to # Lightning Damage against Shocked Enemies,對感電的敵人附加#至#閃電傷害,
stats/rune/rune.stat_901007505/Bonded: Minions have #% to all Elemental Resistances,Bonded: Minions have #% to all Elemental Resistances,命定: 召喚物#%全部元素抗性,
"stats/rune/rune.stat_901336307/Gain 1 Endurance Charge on reaching Low Life, only once every 2 seconds","Gain 1 Endurance Charge on reaching Low Life, only once every 2 seconds",達到貧血時獲得1顆耐力球，最多每2秒一次,
stats/rune/rune.stat_915264788/#% increased Thorns Critical Hit Chance,#% increased Thorns Critical Hit Chance,增加#%荊棘暴擊率,
stats/rune/rune.stat_915769802/# to Stun Threshold,# to Stun Threshold,暈眩門檻#,
stats/rune/rune.stat_921688168/Bonded: # to Maximum Power Charges,Bonded: # to Maximum Power Charges,命定: #最大暴擊球數量,
stats/rune/rune.stat_924253255/#% increased Slowing Potency of Debuffs on You,#% increased Slowing Potency of Debuffs on You,增加#%你身上的減益效果緩速程度,
stats/rune/rune.stat_935518591/Critical Hit chance is Lucky against Parried enemies,Critical Hit chance is Lucky against Parried enemies,對受招架敵人的暴擊率視為帶來幸運,
stats/rune/rune.stat_943343122/Bonded: # to Strength,Bonded: # to Strength,命定: #點力量,
stats/rune/rune.stat_95238288/Bonded: #% increased Damage for each type of Elemental Ailment on Enemy,Bonded: #% increased Damage for each type of Elemental Ailment on Enemy,命定: 每對敵人施加一種元素異常狀態，增加#%傷害,
stats/rune/rune.stat_953010920/Bonded: #% to all Elemental Resistances,Bonded: #% to all Elemental Resistances,命定: #%全元素抗性,
"stats/rune/rune.stat_967155385/Prevent #% of Damage from Deflected Hits if you've
Deflected no Hits Recently","Prevent #% of Damage from Deflected Hits if you've
Deflected no Hits Recently","若你近期沒有偏斜擊中，
避免#%來自偏斜擊中的傷害",
stats/rune/rune.stat_970213192/#% increased Skill Speed,#% increased Skill Speed,增加#%技能速度,
stats/rune/rune.stat_975988108/Bonded: Archon recovery period expires #% faster,Bonded: Archon recovery period expires #% faster,命定: 統治者增益效果恢復期加快#%,
stats/rune/rune.stat_983749596/#% increased maximum Life,#% increased maximum Life,增加#%最大生命,
stats/rune/rune.stat_986696689/Bonded: #% increased Life Recovery from Flasks,Bonded: #% increased Life Recovery from Flasks,命定: 增加#%藥劑的生命恢復,
stats/rune/rune.stat_98977150/Pain Attunement,Pain Attunement,苦痛靈曲,
stats/sanctum,Sanctum,聖域,
stats/sanctum/sanctum.sanctum_effect_0/Has ,Has ,使用 ,
stats/sanctum/sanctum.sanctum_effect_1198/Has Golden Smoke,Has Golden Smoke,使用 金煙,
stats/sanctum/sanctum.sanctum_effect_13598/Has Dekhara's Necklace,Has Dekhara's Necklace,使用 勇士項鍊,
stats/sanctum/sanctum.sanctum_effect_13820/Has Hare Foot,Has Hare Foot,使用 腳兔,
stats/sanctum/sanctum.sanctum_effect_13875/Has Spiked Shell,Has Spiked Shell,使用 尖刺貝殼,
stats/sanctum/sanctum.sanctum_effect_14131/Has Deceptive Mirror,Has Deceptive Mirror,使用 騙人鏡子,
stats/sanctum/sanctum.sanctum_effect_15442/Has Fright Mask,Has Fright Mask,使用 恐懼面具,
stats/sanctum/sanctum.sanctum_effect_16335/Has Shattered Shield,Has Shattered Shield,使用 破碎盾牌,
stats/sanctum/sanctum.sanctum_effect_16773/Has UNUSED,Has UNUSED,使用 損壞鎖撬,
stats/sanctum/sanctum.sanctum_effect_17084/Has Red Smoke,Has Red Smoke,使用 紅煙,
stats/sanctum/sanctum.sanctum_effect_18125/Has Forgotten Traditions,Has Forgotten Traditions,使用 忘卻傳統,
stats/sanctum/sanctum.sanctum_effect_19039/Has Branded Balbalakh,Has Branded Balbalakh,使用 被烙印的芭芭拉卡,
stats/sanctum/sanctum.sanctum_effect_20573/Has Winter Drought,Has Winter Drought,使用 凜冬乾旱,
stats/sanctum/sanctum.sanctum_effect_21680/Has Low Rivers,Has Low Rivers,使用 低淺之河,
stats/sanctum/sanctum.sanctum_effect_24131/Has Weakened Flesh,Has Weakened Flesh,使用 虛弱肉體,
stats/sanctum/sanctum.sanctum_effect_24536/Has Silver Tongue,Has Silver Tongue,使用 能說會道,
stats/sanctum/sanctum.sanctum_effect_24603/Has Earned Honour,Has Earned Honour,使用 贏來的榮譽,
stats/sanctum/sanctum.sanctum_effect_25062/Has Chains of Binding,Has Chains of Binding,使用 束縛連鎖,
stats/sanctum/sanctum.sanctum_effect_27130/Has Sacred Mirror,Has Sacred Mirror,使用 聖鏡,
stats/sanctum/sanctum.sanctum_effect_27532/Has Pledge to the Powerful,Has Pledge to the Powerful,使用 強力冥約,
stats/sanctum/sanctum.sanctum_effect_28313/Has Fiendish Wings,Has Fiendish Wings,使用 惡魔之翼,
stats/sanctum/sanctum.sanctum_effect_28826/Has Holy Water,Has Holy Water,使用 聖水,
stats/sanctum/sanctum.sanctum_effect_28906/Has Purple Smoke,Has Purple Smoke,使用 紫煙,
stats/sanctum/sanctum.sanctum_effect_29924/Has Ornate Dagger,Has Ornate Dagger,使用 華麗匕首,
stats/sanctum/sanctum.sanctum_effect_30042/Has Crystal Shard,Has Crystal Shard,使用 水晶碎片,
stats/sanctum/sanctum.sanctum_effect_30450/Has Rusted Mallet,Has Rusted Mallet,使用 生鏽木槌,
stats/sanctum/sanctum.sanctum_effect_30473/Has Worn Sandals,Has Worn Sandals,使用 磨損涼鞋,
stats/sanctum/sanctum.sanctum_effect_30866/Has Moment's Peace,Has Moment's Peace,使用 片刻和平,
stats/sanctum/sanctum.sanctum_effect_3157/Has Glowing Orb,Has Glowing Orb,使用 發光寶珠,
stats/sanctum/sanctum.sanctum_effect_31580/Has Raincaller,Has Raincaller,使用 喚雨者,
stats/sanctum/sanctum.sanctum_effect_32085/Has Costly Aid,Has Costly Aid,使用 高昂援助,
stats/sanctum/sanctum.sanctum_effect_32300/Has Ghastly Scythe,Has Ghastly Scythe,使用 陰森鐮刀,
stats/sanctum/sanctum.sanctum_effect_34171/Has Haemorrhage,Has Haemorrhage,使用 出血,
stats/sanctum/sanctum.sanctum_effect_34448/Has Black Smoke,Has Black Smoke,使用 黑煙,
stats/sanctum/sanctum.sanctum_effect_34499/Has Sekhema's Cloak,Has Sekhema's Cloak,使用 絲克瑪的披風,
stats/sanctum/sanctum.sanctum_effect_34561/Has Trade Tariff,Has Trade Tariff,使用 貿易關稅,
stats/sanctum/sanctum.sanctum_effect_35578/Has Iron Manacles,Has Iron Manacles,使用 鐵手鐐,
stats/sanctum/sanctum.sanctum_effect_35605/Has Season of Famine,Has Season of Famine,使用 飢荒季節,
stats/sanctum/sanctum.sanctum_effect_35767/Has Gate Toll,Has Gate Toll,使用 通行稅,
stats/sanctum/sanctum.sanctum_effect_359/Has Hungry Fangs,Has Hungry Fangs,使用 飢餓獠牙,
stats/sanctum/sanctum.sanctum_effect_35912/Has Exhausted Wells,Has Exhausted Wells,使用 枯竭水井,
stats/sanctum/sanctum.sanctum_effect_3716/Has Upward Path,Has Upward Path,使用 上行之路,
stats/sanctum/sanctum.sanctum_effect_379/Has Lustrous Lacquer,Has Lustrous Lacquer,使用 光亮漆,
stats/sanctum/sanctum.sanctum_effect_38167/Has Enchanted Urn,Has Enchanted Urn,使用 附魔之甕,
stats/sanctum/sanctum.sanctum_effect_38171/Has Garukhan's Favour,Has Garukhan's Favour,使用 卡洛翰恩典,
stats/sanctum/sanctum.sanctum_effect_38381/Has Unquenched Thirst,Has Unquenched Thirst,使用 口乾舌燥,
stats/sanctum/sanctum.sanctum_effect_40008/Has Blunt Sword,Has Blunt Sword,使用 鈍劍,
stats/sanctum/sanctum.sanctum_effect_40142/Has Fountain of Youth,Has Fountain of Youth,使用 青春之泉,
stats/sanctum/sanctum.sanctum_effect_41498/Has Black Pearl,Has Black Pearl,使用 黑珍珠,
stats/sanctum/sanctum.sanctum_effect_41741/Has Sanguine Vial,Has Sanguine Vial,使用 血紅瓶,
stats/sanctum/sanctum.sanctum_effect_41921/Has Deadly Snare,Has Deadly Snare,使用 致命陷阱,
stats/sanctum/sanctum.sanctum_effect_43384/Has Veiled Sight,Has Veiled Sight,使用 蒙蔽視線,
stats/sanctum/sanctum.sanctum_effect_43834/Has Orb of Negation,Has Orb of Negation,使用 否定寶珠,
stats/sanctum/sanctum.sanctum_effect_44077/Has Orbala's Leathers,Has Orbala's Leathers,使用 奧爾巴拉的皮甲,
stats/sanctum/sanctum.sanctum_effect_44243/Has Scrying Crystal,Has Scrying Crystal,使用 占卜水晶,
stats/sanctum/sanctum.sanctum_effect_44476/Has Flooding Rivers,Has Flooding Rivers,使用 氾濫之河,
stats/sanctum/sanctum.sanctum_effect_44836/Has Imperial Seal,Has Imperial Seal,使用 玉璽,
stats/sanctum/sanctum.sanctum_effect_45401/Has Diverted River,Has Diverted River,使用 岔河,
stats/sanctum/sanctum.sanctum_effect_45428/Has Mirror of Fortune,Has Mirror of Fortune,使用 財富之鏡,
stats/sanctum/sanctum.sanctum_effect_45600/Has Glass Shard,Has Glass Shard,使用 玻璃碎片,
stats/sanctum/sanctum.sanctum_effect_46242/Has Reparations,Has Reparations,使用 補償,
stats/sanctum/sanctum.sanctum_effect_4682/Has Honoured Challenger,Has Honoured Challenger,使用 尊敬的挑戰者,
stats/sanctum/sanctum.sanctum_effect_46977/Has Wooden Effigy,Has Wooden Effigy,使用 木人像,
stats/sanctum/sanctum.sanctum_effect_47837/Has Ahkeli's Guard,Has Ahkeli's Guard,使用 阿卡莉的守護,
stats/sanctum/sanctum.sanctum_effect_48487/Has Sharpened Arrowhead,Has Sharpened Arrowhead,使用 鋒利箭矢,
stats/sanctum/sanctum.sanctum_effect_48548/Has Pledge to the Afflicted,Has Pledge to the Afflicted,使用 折磨冥約,
stats/sanctum/sanctum.sanctum_effect_48875/Has Tattered Blindfold,Has Tattered Blindfold,使用 破爛眼罩,
stats/sanctum/sanctum.sanctum_effect_50613/Has Unassuming Brick,Has Unassuming Brick,使用 不起眼的磚,
stats/sanctum/sanctum.sanctum_effect_51140/Has Lustrous Pearl,Has Lustrous Pearl,使用 璀璨珍珠,
stats/sanctum/sanctum.sanctum_effect_51458/Has Silver Chalice,Has Silver Chalice,使用 銀聖杯,
stats/sanctum/sanctum.sanctum_effect_52622/Has Balbala's Gift,Has Balbala's Gift,使用 芭芭拉的禮物,
stats/sanctum/sanctum.sanctum_effect_53929/Has Spiked Exit,Has Spiked Exit,使用 尖刺入口,
stats/sanctum/sanctum.sanctum_effect_54204/Has Orbala Statuette,Has Orbala Statuette,使用 奧爾巴拉雕像,
stats/sanctum/sanctum.sanctum_effect_5501/Has Dishonoured Tattoo,Has Dishonoured Tattoo,使用 屈辱紋身,
stats/sanctum/sanctum.sanctum_effect_55120/Has Tradition's Demand,Has Tradition's Demand,使用 傳統之需,
stats/sanctum/sanctum.sanctum_effect_55502/Has Corrosive Concoction,Has Corrosive Concoction,使用 腐蝕藥劑,
stats/sanctum/sanctum.sanctum_effect_56047/Has Rapid Quicksand,Has Rapid Quicksand,使用 快速流沙,
stats/sanctum/sanctum.sanctum_effect_56996/Has Myriad Aspersions,Has Myriad Aspersions,使用 流言四起,
stats/sanctum/sanctum.sanctum_effect_57507/Has Viscous Ichor,Has Viscous Ichor,使用 粘稠膿液,
stats/sanctum/sanctum.sanctum_effect_59406/Has Adrenaline Vial,Has Adrenaline Vial,使用 腎上腺素瓶,
stats/sanctum/sanctum.sanctum_effect_59642/Has Death Toll,Has Death Toll,使用 死亡稅,
stats/sanctum/sanctum.sanctum_effect_60079/Has Pledge to the Deserted,Has Pledge to the Deserted,使用 棄置之地冥約,
stats/sanctum/sanctum.sanctum_effect_60796/Has Chipped Dice,Has Chipped Dice,使用 骰子,
stats/sanctum/sanctum.sanctum_effect_6090/Has Assassin's Blade,Has Assassin's Blade,使用 刺客之刃,
stats/sanctum/sanctum.sanctum_effect_61003/Has Leaking Waterskin,Has Leaking Waterskin,使用 漏水袋,
stats/sanctum/sanctum.sanctum_effect_62326/Has Honed Claws,Has Honed Claws,使用 磨礪之爪,
stats/sanctum/sanctum.sanctum_effect_62382/Has Pledge to the Guileful,Has Pledge to the Guileful,使用 狡猾冥約,
stats/sanctum/sanctum.sanctum_effect_62584/Has Dark Pit,Has Dark Pit,使用 暗坑,
stats/sanctum/sanctum.sanctum_effect_6958/Has Chiselled Stone,Has Chiselled Stone,使用 鑿石,
stats/sanctum/sanctum.sanctum_effect_9121/Has All-Seeing Eye,Has All-Seeing Eye,使用 全視之眼,
stats/sanctum/sanctum.sanctum_effect_9350/Has Suspected Sympathiser,Has Suspected Sympathiser,使用 可疑的同情者,
stats/sanctum/sanctum.sanctum_effect_9853/Has Untouchable,Has Untouchable,使用 無法觸碰,
"stats/sanctum/sanctum.stat_1016362888/#% increased Armour, Evasion and Energy Shield","#% increased Armour, Evasion and Energy Shield",增加#%護甲、閃避、和能量護盾,
stats/sanctum/sanctum.stat_1019656601/Aureus Coins are converted to Tainted Currency upon defeating the Herald of the Scourge,Aureus Coins are converted to Tainted Currency upon defeating the Herald of the Scourge,擊敗災魘先鋒時，奧瑞厄斯幣轉化至玷汙通貨,
stats/sanctum/sanctum.stat_1040593638/# metre to Dodge Roll distance,# metre to Dodge Roll distance,閃避翻滾距離#公尺,
stats/sanctum/sanctum.stat_1175354969/The Herald of the Scourge drops an additional Invocation,The Herald of the Scourge drops an additional Invocation,災魘先鋒掉落1個額外祈禱,
stats/sanctum/sanctum.stat_1200789871/#% increased maximum Life,#% increased maximum Life,增加#%最大生命,
stats/sanctum/sanctum.stat_1307773596/Aureus Coins are converted to Experience upon defeating the Herald of the Scourge,Aureus Coins are converted to Experience upon defeating the Herald of the Scourge,災魘先鋒後，奧瑞厄斯幣轉化至經驗,
stats/sanctum/sanctum.stat_1388771661/#% increased Resolve Aegis,#% increased Resolve Aegis,增加#%決心護盾,
stats/sanctum/sanctum.stat_1416455556/#% increased Movement Speed,#% increased Movement Speed,增加#%移動速度,
stats/sanctum/sanctum.stat_142859883/#% Resolve Mitigation from Enemy Hits,#% Resolve Mitigation from Enemy Hits,敵人擊中有#%決心輕減,
stats/sanctum/sanctum.stat_1512067281/Cannot be used with Trials below level #,Cannot be used with Trials below level #,不能和等級低於#的試煉一起使用,
stats/sanctum/sanctum.stat_1583320325/#% increased Honour restored,#% increased Honour restored,增加#%恢復的榮譽,
stats/sanctum/sanctum.stat_1680962389/#% increased quantity of Relics dropped by Monsters,#% increased quantity of Relics dropped by Monsters,增加#%怪物掉落聖物的數量,
stats/sanctum/sanctum.stat_1707887759/#% increased maximum Energy Shield,#% increased maximum Energy Shield,增加#%最大能量護盾,
stats/sanctum/sanctum.stat_1737465970/#% increased Armour,#% increased Armour,增加#%護甲值,
stats/sanctum/sanctum.stat_1798691236/#% increased chance to Avoid Resolve Loss from Enemy Projectile Hits,#% increased chance to Avoid Resolve Loss from Enemy Projectile Hits,增加有#%機率避免敵人投射物擊中時失去決心,
stats/sanctum/sanctum.stat_1890519597/Monsters deal #% increased Damage,Monsters deal #% increased Damage,增加#%怪物造成的傷害,
stats/sanctum/sanctum.stat_1960517795/#% chance to Avoid gaining an Affliction,#% chance to Avoid gaining an Affliction,有#%機率避免獲得苦痛,
stats/sanctum/sanctum.stat_199414195/Rare Monsters deal #% increased Damage,Rare Monsters deal #% increased Damage,稀有怪物增加#%傷害,
stats/sanctum/sanctum.stat_2114314842/Restore # Honour on room completion,Restore # Honour on room completion,完成房間時，恢復#榮譽,
"stats/sanctum/sanctum.stat_2149490821/Zarokh, the Temporal deals #% more Damage","Zarokh, the Temporal deals #% more Damage",澤洛克．永恆之靈造成#%更多傷害,
stats/sanctum/sanctum.stat_2150725270/Damage taken cannot be Absorbed,Damage taken cannot be Absorbed,受到的傷害無法被吸收,
stats/sanctum/sanctum.stat_2155917449/#% chance for each of your Keys to upgrade on completing a Floor,#% chance for each of your Keys to upgrade on completing a Floor,完成一個樓層時，有#%機率使你的每一把鑰匙升級,
stats/sanctum/sanctum.stat_2207905451/Bosses deal #% increased Damage,Bosses deal #% increased Damage,增加#%頭目傷害,
"stats/sanctum/sanctum.stat_2226900052/Zarokh, the Temporal takes #% more Damage","Zarokh, the Temporal takes #% more Damage",澤洛克．永恆之靈承受#%更多傷害,
stats/sanctum/sanctum.stat_2283325632/Cannot have Boons,Cannot have Boons,不會有恩惠,
stats/sanctum/sanctum.stat_2284543592/#% chance to Avoid Resolve loss from Enemy Hits if you've been Hit Recently,#% chance to Avoid Resolve loss from Enemy Hits if you've been Hit Recently,若你近期被擊中，則有#%機率避免由於敵人擊中的榮譽損失,
stats/sanctum/sanctum.stat_2287831219/#% to Honour Resistance,#% to Honour Resistance,#%至榮譽抗性,
stats/sanctum/sanctum.stat_231205265/Monsters have #% chance to drop double Sacred Water,Monsters have #% chance to drop double Sacred Water,怪物有#%機率掉落兩倍聖水,
stats/sanctum/sanctum.stat_2363402715/Fountains have #% chance to grant double Sacred Water,Fountains have #% chance to grant double Sacred Water,噴泉有#%機率賦予兩倍聖水,
